Id,Predicted
0,42291.75
1,42291.75
2,42291.75
3,2978.744837758112
4,2978.744837758112
5,2978.744837758112
6,2978.744837758112
7,2978.744837758112
8,2978.744837758112
9,2978.744837758112
10,2978.744837758112
11,2978.744837758112
12,2978.744837758112
13,42291.75
14,42291.75
15,2978.744837758112
16,2978.744837758112
17,42291.75
18,2978.744837758112
19,2978.744837758112
20,2978.744837758112
21,2978.744837758112
22,2978.744837758112
23,2978.744837758112
24,2978.744837758112
25,2978.744837758112
26,2978.744837758112
27,2978.744837758112
28,2978.744837758112
29,2978.744837758112
30,42291.75
31,2978.744837758112
32,2978.744837758112
33,2978.744837758112
34,2978.744837758112
35,2978.744837758112
36,2978.744837758112
37,2978.744837758112
38,2978.744837758112
39,2978.744837758112
40,2978.744837758112
41,2978.744837758112
42,2978.744837758112
43,2978.744837758112
44,42291.75
45,2978.744837758112
46,42291.75
47,2978.744837758112
48,2978.744837758112
49,2978.744837758112
50,2978.744837758112
51,2978.744837758112
52,42291.75
53,2978.744837758112
54,2978.744837758112
55,2978.744837758112
56,2978.744837758112
57,42291.75
58,42291.75
59,42291.75
60,2978.744837758112
61,2978.744837758112
62,2978.744837758112
63,2978.744837758112
64,2978.744837758112
65,42291.75
66,2978.744837758112
67,2978.744837758112
68,42291.75
69,2978.744837758112
70,2978.744837758112
71,2978.744837758112
72,2978.744837758112
73,2978.744837758112
74,42291.75
75,2978.744837758112
76,2978.744837758112
77,2978.744837758112
78,2978.744837758112
79,2978.744837758112
80,42291.75
81,2978.744837758112
82,2978.744837758112
83,2978.744837758112
84,42291.75
85,2978.744837758112
86,2978.744837758112
87,2978.744837758112
88,42291.75
89,2978.744837758112
90,42291.75
91,42291.75
92,2978.744837758112
93,2978.744837758112
94,2978.744837758112
95,2978.744837758112
96,2978.744837758112
97,2978.744837758112
98,2978.744837758112
99,2978.744837758112
100,2978.744837758112
101,42291.75
102,42291.75
103,2978.744837758112
104,2978.744837758112
105,2978.744837758112
106,2978.744837758112
107,2978.744837758112
108,2978.744837758112
109,2978.744837758112
110,2978.744837758112
111,2978.744837758112
112,42291.75
113,42291.75
114,2978.744837758112
115,2978.744837758112
116,2978.744837758112
117,2978.744837758112
118,2978.744837758112
119,2978.744837758112
120,2978.744837758112
121,2978.744837758112
122,42291.75
123,2978.744837758112
124,2978.744837758112
125,2978.744837758112
126,2978.744837758112
127,2978.744837758112
128,2978.744837758112
129,2978.744837758112
130,2978.744837758112
131,2978.744837758112
132,2978.744837758112
133,2978.744837758112
134,2978.744837758112
135,2978.744837758112
136,2978.744837758112
137,42291.75
138,2978.744837758112
139,2978.744837758112
140,2978.744837758112
141,2978.744837758112
142,2978.744837758112
143,2978.744837758112
144,2978.744837758112
145,42291.75
146,2978.744837758112
147,2978.744837758112
148,2978.744837758112
149,2978.744837758112
150,2978.744837758112
151,2978.744837758112
152,2978.744837758112
153,42291.75
154,2978.744837758112
155,42291.75
156,2978.744837758112
157,2978.744837758112
158,2978.744837758112
159,2978.744837758112
160,2978.744837758112
161,2978.744837758112
162,2978.744837758112
163,2978.744837758112
164,2978.744837758112
165,2978.744837758112
166,2978.744837758112
167,42291.75
168,42291.75
169,2978.744837758112
170,2978.744837758112
171,2978.744837758112
172,2978.744837758112
173,2978.744837758112
174,2978.744837758112
175,2978.744837758112
176,2978.744837758112
177,42291.75
178,2978.744837758112
179,42291.75
180,2978.744837758112
181,2978.744837758112
182,2978.744837758112
183,2978.744837758112
184,2978.744837758112
185,2978.744837758112
186,2978.744837758112
187,2978.744837758112
188,2978.744837758112
189,2978.744837758112
190,2978.744837758112
191,2978.744837758112
192,2978.744837758112
193,2978.744837758112
194,2978.744837758112
195,2978.744837758112
196,2978.744837758112
197,2978.744837758112
198,42291.75
199,2978.744837758112
200,2978.744837758112
201,2978.744837758112
202,42291.75
203,42291.75
204,2978.744837758112
205,2978.744837758112
206,2978.744837758112
207,2978.744837758112
208,2978.744837758112
209,2978.744837758112
210,2978.744837758112
211,2978.744837758112
212,42291.75
213,42291.75
214,2978.744837758112
215,42291.75
216,2978.744837758112
217,2978.744837758112
218,42291.75
219,2978.744837758112
220,2978.744837758112
221,2978.744837758112
222,42291.75
223,2978.744837758112
224,42291.75
225,2978.744837758112
226,2978.744837758112
227,42291.75
228,2978.744837758112
229,2978.744837758112
230,2978.744837758112
231,2978.744837758112
232,2978.744837758112
233,2978.744837758112
234,42291.75
235,2978.744837758112
236,2978.744837758112
237,2978.744837758112
238,2978.744837758112
239,2978.744837758112
240,2978.744837758112
241,2978.744837758112
242,2978.744837758112
243,2978.744837758112
244,2978.744837758112
245,42291.75
246,2978.744837758112
247,2978.744837758112
248,2978.744837758112
249,2978.744837758112
250,2978.744837758112
251,2978.744837758112
252,2978.744837758112
253,2978.744837758112
254,2978.744837758112
255,2978.744837758112
256,2978.744837758112
257,2978.744837758112
258,2978.744837758112
259,2978.744837758112
260,42291.75
261,2978.744837758112
262,2978.744837758112
263,2978.744837758112
264,42291.75
265,42291.75
266,2978.744837758112
267,42291.75
268,42291.75
269,2978.744837758112
270,2978.744837758112
271,2978.744837758112
272,2978.744837758112
273,2978.744837758112
274,2978.744837758112
275,42291.75
276,2978.744837758112
277,2978.744837758112
278,42291.75
279,2978.744837758112
280,2978.744837758112
281,42291.75
282,2978.744837758112
283,2978.744837758112
284,42291.75
285,2978.744837758112
286,2978.744837758112
287,42291.75
288,42291.75
289,2978.744837758112
290,2978.744837758112
291,2978.744837758112
292,2978.744837758112
293,2978.744837758112
294,42291.75
295,2978.744837758112
296,2978.744837758112
297,2978.744837758112
298,2978.744837758112
299,42291.75
300,2978.744837758112
301,2978.744837758112
302,2978.744837758112
303,2978.744837758112
304,42291.75
305,2978.744837758112
306,2978.744837758112
307,2978.744837758112
308,2978.744837758112
309,2978.744837758112
310,2978.744837758112
311,2978.744837758112
312,42291.75
313,2978.744837758112
314,42291.75
315,2978.744837758112
316,2978.744837758112
317,2978.744837758112
318,2978.744837758112
319,2978.744837758112
320,2978.744837758112
321,42291.75
322,2978.744837758112
323,2978.744837758112
324,2978.744837758112
325,2978.744837758112
326,2978.744837758112
327,2978.744837758112
328,2978.744837758112
329,2978.744837758112
330,2978.744837758112
331,2978.744837758112
332,42291.75
333,2978.744837758112
334,2978.744837758112
335,42291.75
336,2978.744837758112
337,42291.75
338,2978.744837758112
339,2978.744837758112
340,42291.75
341,2978.744837758112
342,2978.744837758112
343,42291.75
344,2978.744837758112
345,2978.744837758112
346,2978.744837758112
347,42291.75
348,2978.744837758112
349,2978.744837758112
350,2978.744837758112
351,42291.75
352,2978.744837758112
353,42291.75
354,2978.744837758112
355,2978.744837758112
356,2978.744837758112
357,2978.744837758112
358,2978.744837758112
359,2978.744837758112
360,2978.744837758112
361,2978.744837758112
362,2978.744837758112
363,2978.744837758112
364,2978.744837758112
365,5759.457777777778
366,42291.75
367,42291.75
368,2978.744837758112
369,2978.744837758112
370,2978.744837758112
371,2978.744837758112
372,2978.744837758112
373,2978.744837758112
374,2978.744837758112
375,42291.75
376,2978.744837758112
377,2978.744837758112
378,2978.744837758112
379,2978.744837758112
380,2978.744837758112
381,42291.75
382,2978.744837758112
383,2978.744837758112
384,42291.75
385,42291.75
386,2978.744837758112
387,42291.75
388,2978.744837758112
389,2978.744837758112
390,2978.744837758112
391,2978.744837758112
392,2978.744837758112
393,42291.75
394,2978.744837758112
395,2978.744837758112
396,2978.744837758112
397,2978.744837758112
398,2978.744837758112
399,2978.744837758112
400,2978.744837758112
401,2978.744837758112
402,2978.744837758112
403,2978.744837758112
404,42291.75
405,2978.744837758112
406,42291.75
407,42291.75
408,42291.75
409,2978.744837758112
410,2978.744837758112
411,2978.744837758112
412,2978.744837758112
413,2978.744837758112
414,42291.75
415,2978.744837758112
416,2978.744837758112
417,2978.744837758112
418,42291.75
419,2978.744837758112
420,2978.744837758112
421,2978.744837758112
422,2978.744837758112
423,2978.744837758112
424,2978.744837758112
425,2978.744837758112
426,2978.744837758112
427,2978.744837758112
428,42291.75
429,2978.744837758112
430,2978.744837758112
431,2978.744837758112
432,2978.744837758112
433,2978.744837758112
434,2978.744837758112
435,2978.744837758112
436,2978.744837758112
437,2978.744837758112
438,2978.744837758112
439,2978.744837758112
440,2978.744837758112
441,2978.744837758112
442,2978.744837758112
443,42291.75
444,42291.75
445,2978.744837758112
446,2978.744837758112
447,2978.744837758112
448,2978.744837758112
449,2978.744837758112
450,2978.744837758112
451,42291.75
452,2978.744837758112
453,42291.75
454,2978.744837758112
455,2978.744837758112
456,2978.744837758112
457,2978.744837758112
458,2978.744837758112
459,2978.744837758112
460,2978.744837758112
461,2978.744837758112
462,2978.744837758112
463,42291.75
464,2978.744837758112
465,2978.744837758112
466,2978.744837758112
467,2978.744837758112
468,2978.744837758112
469,42291.75
470,2978.744837758112
471,2978.744837758112
472,2978.744837758112
473,2978.744837758112
474,2978.744837758112
475,2978.744837758112
476,2978.744837758112
477,2978.744837758112
478,42291.75
479,2978.744837758112
